query,position,result_url,domain,is_sfl
shipping to mexico from usa cheap,2,https://dhl.com/mx-en/home/ship/shipping-to-usa.html,dhl.com,False
shipping to mexico from usa cheap,3,https://parcelmonkey.com/destinations/north-america/mexico,parcelmonkey.com,False
shipping to mexico from usa cheap,4,https://sherpr.com/(path not recorded),sherpr.com,False
shipping to mexico from usa cheap,5,https://quora.com/(path not recorded),quora.com,False
shipping to mexico from usa cheap,6,https://welke.com/(path not recorded),welke.com,False
shipping to mexico from usa cheap,7,https://america-ship.com/shipping-services/,america-ship.com,False
shipping to mexico from usa cheap,8,https://facebook.com/groups/(path not recorded),facebook.com,False
shipping to mexico from usa cheap,9,https://community.ebay.com/(path not recorded),community.ebay.com,False
shipping to germany from usa,1,https://dhl.com/us-en/home/ship/shipping-to-germany.html,dhl.com,False
shipping to germany from usa,2,https://easyship.com/en-de/(path not recorded),easyship.com,False
shipping to germany from usa,3,https://easyship.com/shipping-rate-calculator/usa-to-germany,easyship.com,False
shipping to germany from usa,4,https://goshippo.com/blog/international-shipping-104-shipping-to-germany-from-the-us,goshippo.com,False
shipping to germany from usa,5,https://domashipping.com/(path not recorded),domashipping.com,False
shipping to germany from usa,6,https://freightos.com/(path not recorded),freightos.com,False
shipping to germany from usa,7,https://community.ebay.com/(path not recorded),community.ebay.com,False
shipping to germany from usa,8,https://community.ebay.de/(path not recorded),community.ebay.de,False
shipping to germany from usa,9,https://community.ebay.de/(path not recorded),community.ebay.de,False
shipping to new zealand from usa cheapest,1,https://easyship.com/blog/cheapest-shipping-to-nz-from-usa,easyship.com,False
shipping to new zealand from usa cheapest,2,https://parcelmonkey.com/destinations/oceania/new-zealand,parcelmonkey.com,False
shipping to new zealand from usa cheapest,3,https://planetexpress.com/(path not recorded),planetexpress.com,False
shipping to new zealand from usa cheapest,4,https://easyship.com/en-nz/(path not recorded),easyship.com,False
shipping to new zealand from usa cheapest,5,https://dhl.com/us-en/home/ship/shipping-to-new-zealand.html,dhl.com,False
shipping to new zealand from usa cheapest,6,https://jackcooper.com/(path not recorded),jackcooper.com,False
shipping to new zealand from usa cheapest,7,https://fedex.com/en-nz/online/rating.html,fedex.com,False
shipping to new zealand from usa cheapest,8,https://wwwapps.ups.com/(path not recorded),wwwapps.ups.com,False
shipping to new zealand from usa cheapest,9,https://community.etsy.com/(path not recorded),community.etsy.com,False
cheapest international shipping from usa,1,https://easyship.com/blog/what-is-the-cheapest-way-to-ship-internationally,easyship.com,False
cheapest international shipping from usa,2,https://netparcel.com/,netparcel.com,False
cheapest international shipping from usa,3,https://easyship.com/shipping-rate-calculator/usa-to-usa,easyship.com,False
cheapest international shipping from usa,4,https://parcelmonkey.com/international-shipping,parcelmonkey.com,False
cheapest international shipping from usa,5,https://goshippo.com/blog/ups-vs-fedex-vs-dhl-vs-usps-international-shipping-rates-comparison,goshippo.com,False
cheapest international shipping from usa,6,https://shipstation.com/blog/cheapest-international-shipping/,shipstation.com,False
cheapest international shipping from usa,7,https://usps.com/international/mail-shipping-services.htm,usps.com,False
cheapest international shipping from usa,8,https://fedex.com/en-us/shipping/international/understanding-international-shipping-cost.html,fedex.com,False
cheapest international shipping from usa,9,https://community.ebay.com/(path not recorded),community.ebay.com,False
how to ship a tv from usa to india,1,https://northpennnow.com/(path not recorded),northpennnow.com,False
how to ship a tv from usa to india,2,https://freightamigo.com/(path not recorded),freightamigo.com,False
how to ship a tv from usa to india,3,https://sflworldwide.com/blog/is-it-worth-shipping-tv-from-usa-to-india,sflworldwide.com,True
how to ship a tv from usa to india,4,https://sflworldwide.com/blog/how-to-ship-a-tv-from-usa-to-india-a-complete-guide,sflworldwide.com,True
how to ship a tv from usa to india,5,https://sflworldwide.com/worldwide-destinations/shipping-to-india/shipping-tv-to-india,sflworldwide.com,True
how to ship a tv from usa to india,6,https://quora.com/(path not recorded),quora.com,False
how to ship a tv from usa to india,7,https://jioworldwide.com/worldwide-moving/tv-shipping-to-india/,jioworldwide.com,False
how to ship a tv from usa to india,8,https://gandhishipping.com/shipping-tv-from-usa-to-india/,gandhishipping.com,False
how to ship a tv from usa to india,9,https://universalrelocations.com/shipping-tv-to-india/,universalrelocations.com,False
how long does it take to ship from usa to india,1,https://reship.com/blog/shipping-to-india-from-the-us-2024,reship.com,False
how long does it take to ship from usa to india,2,https://shipafreight.com/tradelane/usa-to-india/,shipafreight.com,False
how long does it take to ship from usa to india,3,https://parcelmonkey.com/destinations/asia/india,parcelmonkey.com,False
how long does it take to ship from usa to india,4,https://sflworldwide.com/blog/how-long-does-it-take-to-ship-from-the-usa-to-india,sflworldwide.com,True
how long does it take to ship from usa to india,5,https://quora.com/(path not recorded),quora.com,False
how long does it take to ship from usa to india,6,https://quora.com/(path not recorded),quora.com,False
how long does it take to ship from usa to india,7,https://atlanticcourier.net/(path not recorded),atlanticcourier.net,False
how long does it take to ship from usa to india,8,https://answers.com/(path not recorded),answers.com,False
how long does it take to ship from usa to india,9,https://freightamigo.com/(path not recorded),freightamigo.com,False
how long does it take to ship from usa to india,10,https://community.ebay.com/(path not recorded),community.ebay.com,False
moving to india from usa relocation guide,1,https://crownrelo.com/usa/en-us/moving-to/india,crownrelo.com,False
moving to india from usa relocation guide,2,https://wise.com/us/blog/moving-to-india-guide-for-expats,wise.com,False
moving to india from usa relocation guide,3,https://internationalvanlines.com/how-to-move-to-india-from-the-us/,internationalvanlines.com,False
moving to india from usa relocation guide,4,https://sflworldwide.com/blog/moving-to-india-from-the-usa-a-complete-relocation-guide,sflworldwide.com,True
moving to india from usa relocation guide,5,https://freightamigo.com/(path not recorded),freightamigo.com,False
moving to india from usa relocation guide,6,https://jioworldwide.com/blog/moving-back-to-india-from-usa-checklist/,jioworldwide.com,False
moving to india from usa relocation guide,7,https://earthrelocation.com/moving-to-india-from-us/,earthrelocation.com,False
moving to india from usa relocation guide,8,https://sunsetmoving.com/moving-to-india/,sunsetmoving.com,False
moving to india from usa relocation guide,9,https://wemoveanywhere.com/(path not recorded),wemoveanywhere.com,False
shipping luggage to india from usa,1,https://sevenseasworldwide.com/en-us/shipping/shipping-to-destinations/india/,sevenseasworldwide.com,False
shipping luggage to india from usa,2,https://mybaggage.com/shipping/us/luggage-to-india/,mybaggage.com,False
shipping luggage to india from usa,3,https://luggagetoship.com/shipping-luggage-to-india,luggagetoship.com,False
shipping luggage to india from usa,4,https://luggagetoship.com/countries/shipping-to-india,luggagetoship.com,False
shipping luggage to india from usa,5,https://eelway.com/(path not recorded),eelway.com,False
shipping luggage to india from usa,6,https://shipnex.com/international-luggage-shipping/india,shipnex.com,False
shipping luggage to india from usa,7,https://universalrelocations.com/top-5-affordable-ways-to-ship-luggage-to-india-from-usa/,universalrelocations.com,False
shipping luggage to india from usa,8,https://universalrelocations.com/baggage-shipping/,universalrelocations.com,False
shipping luggage to india from usa,9,https://discountshipping.us/shipping-to-india/,discountshipping.us,False
shipping to china from usa cheapest,1,https://easyship.com/shipping-rate-calculator/usa-to-china,easyship.com,False
shipping to china from usa cheapest,2,https://goshippo.com/blog/shipping-to-china-from-the-us-rules-costs-options,goshippo.com,False
shipping to china from usa cheapest,3,https://easyship.com/blog/cheapest-way-to-ship-to-china,easyship.com,False
shipping to china from usa cheapest,4,https://parcelmonkey.com/destinations/asia/china,parcelmonkey.com,False
shipping to china from usa cheapest,5,https://dhl.com/us-en/home/ship/shipping-from-china.html,dhl.com,False
shipping to china from usa cheapest,6,https://quora.com/(path not recorded),quora.com,False
shipping to china from usa cheapest,7,https://jioworldwide.com/worldwide-destination/shipping-china/,jioworldwide.com,False
shipping to china from usa cheapest,8,https://wise.com/us/blog/shipping-from-china-to-usa,wise.com,False
shipping to china from usa cheapest,9,https://community.ebay.com/(path not recorded),community.ebay.com,False
